종목명,현재가,대비,대비(%),거래량,L(일봉)H,종목코드,거래량 (G),거래대금(만원) (H),매출액 영업이익률(%) (L),결산기준 (L),매출액 순이익률(%) (M),결산기준 (M),매출액(백만원) (A1),결산기준 (A1),매출액(백만원) (B1),결산기준 (B1),매출액(백만원) (C1),결산기준 (C1)
KSS해운,"11,150",450,4.21,"499,858",4.21,A044450,"499,858","548,051",22.89,Dec-19,10.05,Dec-19,"231,240",Dec-19,"202,504",Dec-18,"177,565",Dec-17
오공,"4,575",-25,-0.54,"69,604",-0.54,A045060,"69,604","31,805",5.88,Dec-19,5.03,Dec-19,"151,927",Dec-19,"150,657",Dec-18,"149,593",Dec-17
성우테크론,"5,300",-140,-2.57,"144,378",-2.57,A045300,"144,378","76,178",6.68,Dec-19,13.79,Dec-19,"32,959",Dec-19,"39,516",Dec-18,"38,160",Dec-17
크린앤사이언스,"27,400",300,1.11,"34,738",1.11,A045520,"34,738","93,447",9.2,Dec-19,6.86,Dec-19,"118,318",Dec-19,"95,238",Dec-18,"77,107",Dec-17
한일네트웍스,"5,450",-250,-4.39,"477,049",-4.39,A046110,"477,049","259,299",7.17,Dec-19,5.79,Dec-19,"121,634",Dec-19,"126,602",Dec-18,"114,219",Dec-17
백금T&A,"3,065",-45,-1.45,"142,045",-1.45,A046310,"142,045","43,323",11.86,Dec-19,5.66,Dec-19,"155,629",Dec-19,"112,217",Dec-18,"101,998",Dec-17
KG모빌리언스,"10,050",100,1.01,"300,867",1.01,A046440,"300,867","297,653",18.1,Dec-19,9.16,Dec-19,"192,191",Dec-19,"202,941",Dec-18,"170,595",Dec-17
코데즈컴바인,"2,440",-40,-1.61,"250,772",-1.61,A047770,"250,772","61,739",12.6,Dec-19,19.28,Dec-19,"35,815",Dec-19,"29,343",Dec-18,"21,234",Dec-17
한국항공우주,"33,350",-750,-2.2,"901,876",-2.2,A047810,"901,876","2,974,981",8.86,Dec-19,5.41,Dec-19,"3,110,157",Dec-19,"2,786,023",Dec-18,"2,072,249",Dec-17
인탑스,"30,700",-100,-0.32,"167,970",-0.32,A049070,"167,970","502,123",7.76,Dec-19,6.63,Dec-19,"910,477",Dec-19,"715,562",Dec-18,"687,484",Dec-17
고려신용정보,"6,030",-10,-0.17,"60,394",-0.17,A049720,"60,394","36,125",6.94,Dec-19,5.69,Dec-19,"116,456",Dec-19,"103,511",Dec-18,"87,786",Dec-17
쎌바이오텍,"19,400",-700,-3.48,"143,671",-3.48,A049960,"143,671","290,351",12.61,Dec-19,15.73,Dec-19,"45,959",Dec-19,"62,543",Dec-18,"61,056",Dec-17
에스폴리텍,"5,360",-40,-0.74,"47,510",-0.74,A050760,"47,510","25,327",11.05,Dec-19,7.95,Dec-19,"135,032",Dec-19,"136,887",Dec-18,"122,283",Dec-17
수산아이앤티,"27,000","-1,550",-5.43,"601,428",-5.43,A050960,"601,428","1,655,597",17.44,Dec-19,18.14,Dec-19,"16,000",Dec-19,"16,268",Dec-18,"16,391",Dec-17
토비스,"7,350",20,0.27,"58,683",0.27,A051360,"58,683","42,893",7.32,Dec-19,5.26,Dec-19,"418,881",Dec-19,"430,178",Dec-18,"522,718",Dec-17
한전KPS,"27,800",50,0.18,"194,660",0.18,A051600,"194,660","539,572",15.55,Dec-19,12.3,Dec-19,"1,246,949",Dec-19,"1,242,452",Dec-18,"1,236,779",Dec-17
LG생활건강,"1,511,000","15,000",1,"39,195",1,A051900,"39,195","5,830,957",15.56,Dec-20,10.36,Dec-20,"7,844,506",Dec-20,"7,685,424",Dec-19,"6,747,536",Dec-18
현대바이오랜드,"23,050",300,1.32,"100,284",1.32,A052260,"100,284","229,112",13.6,Dec-19,10.2,Dec-19,"106,310",Dec-19,"100,589",Dec-18,"102,557",Dec-17
코텍,"10,050",50,0.5,"114,229",0.5,A052330,"114,229","114,251",11.61,Dec-19,10.78,Dec-19,"285,258",Dec-19,"346,599",Dec-18,"327,482",Dec-17
코나아이,"40,100",-300,-0.74,"87,834",-0.74,A052400,"87,834","346,833",13.8,Dec-20,13.81,Dec-20,"137,780",Dec-20,"121,962",Dec-19,"89,944",Dec-18
한전기술,"19,750",650,3.4,"990,352",3.4,A052690,"990,352","1,948,724",9.82,Dec-19,5.88,Dec-19,"448,634",Dec-19,"433,700",Dec-18,"490,192",Dec-17
액토즈소프트,"8,290",-210,-2.47,"38,985",-2.47,A052790,"38,985","32,178",40.94,Dec-19,33.15,Dec-19,"62,665",Dec-19,"37,652",Dec-18,"55,399",Dec-17
아이앤씨,"4,125",-125,-2.94,"99,172",-2.94,A052860,"99,172","40,594",9.44,Dec-19,12.56,Dec-19,"45,567",Dec-19,"31,303",Dec-18,"42,928",Dec-17
바이넥스,"27,750",-650,-2.29,"2,087,930",-2.29,A053030,"2,087,930","5,898,873",9,Dec-19,6.69,Dec-19,"125,258",Dec-19,"104,043",Dec-18,"78,026",Dec-17
스카이라이프,"8,340",-30,-0.36,"47,327",-0.36,A053210,"47,327","39,330",9.98,Dec-19,8.06,Dec-19,"694,637",Dec-19,"690,820",Dec-18,"685,821",Dec-17
한국정보인증,"6,900",-110,-1.57,"225,231",-1.57,A053300,"225,231","155,185",21.76,Dec-19,16.76,Dec-19,"42,606",Dec-19,"38,912",Dec-18,"36,125",Dec-17
프로텍,"29,150",-100,-0.34,"66,780",-0.34,A053610,"66,780","192,425",25.59,Dec-19,20.8,Dec-19,"179,775",Dec-19,"153,993",Dec-18,"149,802",Dec-17
한미글로벌,"9,740",-30,-0.31,"69,389",-0.31,A053690,"69,389","66,699",8.28,Dec-19,7.94,Dec-19,"294,657",Dec-19,"207,721",Dec-18,"200,835",Dec-17
안랩,"94,600","-3,100",-3.17,"230,953",-3.17,A053800,"230,953","2,185,335",11.03,Dec-19,11.46,Dec-19,"166,992",Dec-19,"159,815",Dec-18,"150,259",Dec-17
한국컴퓨터,"4,070",-85,-2.05,"711,118",-2.05,A054040,"711,118","287,698",6.51,Dec-19,6.87,Dec-19,"110,390",Dec-19,"114,184",Dec-18,"221,319",Dec-17
텔레칩스,"19,050",200,1.06,"745,149",1.06,A054450,"745,149","1,409,534",5.78,Dec-19,6.29,Dec-19,"132,195",Dec-19,"126,098",Dec-18,"122,666",Dec-17
대한뉴팜,"10,950",100,0.92,"82,216",0.92,A054670,"82,216","89,532",15.44,Dec-19,11.36,Dec-19,"134,097",Dec-19,"119,527",Dec-18,"130,816",Dec-17
제이브이엠,"33,500",250,0.75,"17,587",0.75,A054950,"33,500","57,759",9.5,Dec-19,5.26,Dec-19,"110,144",Dec-19,"103,635",Dec-18,"106,175",Dec-17
테이팩스,"41,100",-100,-0.24,"149,952",-0.24,A055490,"149,952","622,971",7.35,Dec-19,6.78,Dec-19,"112,605",Dec-19,"108,498",Dec-18,"105,852",Dec-17
신한지주,"34,000",-50,-0.15,"4,464,423",-0.15,A055550,"4,464,423","15,312,215",16.82,Dec-19,12.14,Dec-19,"30,004,997",Dec-19,"23,811,935",Dec-18,"23,989,227",Dec-17
에스에프에이,"43,650",-150,-0.34,"95,967",-0.34,A056190,"95,967","414,627",13.58,Dec-19,9.32,Dec-19,"1,577,746",Dec-19,"1,560,055",Dec-18,"1,920,384",Dec-17
코위버,"9,360",-130,-1.37,"59,976",-1.37,A056360,"59,976","56,316",10.36,Dec-19,18.23,Dec-19,"113,131",Dec-19,"55,093",Dec-18,"54,336",Dec-17
KNN,"1,890",-45,-2.33,"993,116",-2.33,A058400,"993,116","188,728",10.83,Dec-20,10.8,Dec-20,"57,331",Dec-20,"71,120",Dec-19,"64,113",Dec-18
리노공업,"150,600","-5,300",-3.4,"60,879",-3.4,A058470,"60,879","918,186",37.65,Dec-19,31,Dec-19,"170,307",Dec-19,"150,354",Dec-18,"141,510",Dec-17
엠게임,"8,790",-90,-1.01,"12,054,817",-1.01,A058630,"12,054,817","10,937,788",19.26,Dec-19,20.57,Dec-19,"37,630",Dec-19,"27,118",Dec-18,"27,544",Dec-17
미코,"14,450",-350,-2.36,"502,349",-2.36,A059090,"502,349","726,363",16.19,Dec-19,9.3,Dec-19,"236,170",Dec-19,"227,421",Dec-18,"183,916",Dec-17
아진엑스텍,"7,590",-30,-0.39,"70,514",-0.39,A059120,"70,514","52,439",9.61,Dec-19,12,Dec-19,"20,619",Dec-19,"26,576",Dec-18,"30,704",Dec-17
메타바이오메드,"2,525",-55,-2.13,"123,138",-2.13,A059210,"123,138","31,049",9.69,Dec-19,6.01,Dec-19,"59,391",Dec-19,"52,585",Dec-18,"65,341",Dec-17
인선이엔티,"12,150",-50,-0.41,"462,720",-0.41,A060150,"462,720","554,979",16.1,Dec-19,9.05,Dec-19,"183,949",Dec-19,"175,954",Dec-18,"160,280",Dec-17
NHN한국사이버결제,"47,350",-600,-1.25,"133,505",-1.25,A060250,"133,505","625,309",6.83,Dec-19,5.21,Dec-19,"469,897",Dec-19,"432,658",Dec-18,"351,989",Dec-17
에스에이티,"2,460",-40,-1.6,"244,565",-1.6,A060540,"244,565","60,011",7.13,Dec-19,6.8,Dec-19,"140,167",Dec-19,"133,941",Dec-18,"97,309",Dec-17
한라홀딩스,"41,050",-600,-1.44,"50,960",-1.44,A060980,"50,960","207,392",9.45,Dec-19,5.14,Dec-19,"798,365",Dec-19,"886,548",Dec-18,"890,725",Dec-17
엘비세미콘,"13,500",550,4.25,"1,710,232",4.25,A061970,"1,710,232","2,256,726",12.92,Dec-19,9.36,Dec-19,"390,435",Dec-19,"275,662",Dec-18,"131,823",Dec-17
피피아이,"5,510",30,0.55,"68,215",0.55,A062970,"68,215","36,698",5.51,Dec-19,5.79,Dec-19,"48,631",Dec-19,"38,119",Dec-18,"24,377",Dec-17
종근당바이오,"73,800","4,100",5.88,"301,021",5.88,A063160,"301,021","2,156,903",11.23,Dec-19,8.94,Dec-19,"137,184",Dec-19,"124,510",Dec-18,"118,187",Dec-17
이엘피,"12,400",-700,-5.34,"79,243",-5.34,A063760,"79,243","98,778",8.32,Dec-19,10.91,Dec-19,"37,348",Dec-19,"50,838",Dec-18,"45,634",Dec-17
인텍플러스,"23,200",-200,-0.85,"104,088",-0.85,A064290,"104,088","238,708",11.55,Dec-19,13.61,Dec-19,"40,083",Dec-19,"16,109",Dec-18,"24,305",Dec-17
티씨케이,"159,600",-400,-0.25,"29,833",-0.25,A064760,"29,833","471,011",34.53,Dec-19,27.33,Dec-19,"171,378",Dec-19,"170,518",Dec-18,"130,310",Dec-17
S&T모티브,"63,100","-1,300",-2.02,"50,058",-2.02,A064960,"50,058","313,159",9.5,Dec-20,5.79,Dec-20,"940,745",Dec-20,"976,273",Dec-19,"918,910",Dec-18
탑엔지니어링,"9,150",-100,-1.08,"128,218",-1.08,A065130,"128,218","116,260",5.41,Dec-19,5.04,Dec-19,"1,305,900",Dec-19,"917,583",Dec-18,"176,055",Dec-17
위세아이텍,"14,050",-700,-4.75,"44,174",-4.75,A065370,"44,174","62,002",14.77,Dec-19,13.52,Dec-19,"19,719",Dec-19,"16,549",Dec-18,"16,177",Dec-17
휴비츠,"7,840",-90,-1.13,"36,226",-1.13,A065510,"36,226","28,302",13.32,Dec-19,9.47,Dec-19,"87,987",Dec-19,"78,861",Dec-18,"70,387",Dec-17
우주일렉트로,"23,900",-600,-2.45,"74,605",-2.45,A065680,"74,605","175,227",8.31,Dec-19,6.17,Dec-19,"191,008",Dec-19,"186,608",Dec-18,"207,604",Dec-17
디스플레이텍,"4,195",-90,-2.1,"69,915",-2.1,A066670,"69,915","29,393",15.07,Dec-19,12.38,Dec-19,"43,569",Dec-19,"57,286",Dec-18,"82,707",Dec-17
대화제약,"12,250",50,0.41,"71,417",0.41,A067080,"71,417","86,398",5.43,Dec-19,7.92,Dec-19,"114,609",Dec-19,"110,142",Dec-18,"122,199",Dec-17
아프리카TV,"77,400","-2,300",-2.89,"93,270",-2.89,A067160,"93,270","726,203",21.88,Dec-19,20.35,Dec-19,"167,868",Dec-19,"126,627",Dec-18,"94,552",Dec-17
세이브존I&C,"3,135",-40,-1.26,"62,120",-1.26,A067830,"62,120","19,379",18.55,Dec-19,13.98,Dec-19,"159,226",Dec-19,"173,949",Dec-18,"178,421",Dec-17
와이엔텍,"15,900",50,0.32,"252,061",0.32,A067900,"252,061","396,000",26.52,Dec-19,18.68,Dec-19,"98,620",Dec-19,"76,070",Dec-18,"75,231",Dec-17
셀트리온,"301,500","-5,000",-1.63,"469,774",-1.63,A068270,"469,774","14,189,942",33.5,Dec-19,26.4,Dec-19,"1,128,459",Dec-19,"982,074",Dec-18,"949,079",Dec-17
일신바이오,"5,780",-110,-1.87,"923,653",-1.87,A068330,"923,653","524,350",26.56,Dec-19,24.19,Dec-19,"19,635",Dec-19,"15,383",Dec-18,"12,836",Dec-17
DMS,"8,310",60,0.73,"211,874",0.73,A068790,"211,874","173,588",11.57,Dec-19,8.78,Dec-19,"196,206",Dec-19,"298,717",Dec-18,"268,731",Dec-17
디지털대성,"7,550",-30,-0.4,"35,125",-0.4,A068930,"35,125","26,230",15,Dec-19,13.5,Dec-19,"140,630",Dec-19,"106,906",Dec-18,"89,840",Dec-17
웹젠,"38,250",900,2.41,"524,441",2.41,A069080,"524,441","1,995,837",29.42,Dec-19,23.95,Dec-19,"176,051",Dec-19,"218,877",Dec-18,"166,267",Dec-17
휴켐스,"22,950",-250,-1.08,"127,226",-1.08,A069260,"127,226","291,201",16.12,Dec-19,10.66,Dec-19,"659,772",Dec-19,"762,875",Dec-18,"715,764",Dec-17
현대백화점,"89,500","1,500",1.7,"593,463",1.7,A069960,"593,463","5,264,076",13.29,Dec-19,11.05,Dec-19,"2,198,949",Dec-19,"1,862,205",Dec-18,"1,848,140",Dec-17
한국금융지주,"86,300","-1,900",-2.15,"358,492",-2.15,A071050,"358,492","3,091,553",8.74,Dec-19,7.87,Dec-19,"10,771,324",Dec-19,"8,452,062",Dec-18,"6,621,975",Dec-17
인피니트헬스케어,"6,930",-80,-1.14,"86,469",-1.14,A071200,"86,469","59,958",9.52,Dec-19,9.78,Dec-19,"74,267",Dec-19,"64,315",Dec-18,"72,774",Dec-17
중앙백신,"15,800",-200,-1.25,"35,640",-1.25,A072020,"35,640","56,250",8.25,Dec-19,5.64,Dec-19,"32,902",Dec-19,"33,152",Dec-18,"31,866",Dec-17
에이치시티,"12,750",-100,-0.78,"57,049",-0.78,A072990,"57,049","72,040",15.21,Dec-19,12.83,Dec-19,"47,420",Dec-19,"36,429",Dec-18,"27,878",Dec-17
케이에스피,"1,540",15,0.98,"152,996",0.98,A073010,"152,996","22,993",6.25,Dec-19,5.59,Dec-19,"29,381",Dec-19,"16,783",Dec-18,"17,799",Dec-17
엘엠에스,"10,750",-250,-2.27,"85,164",-2.27,A073110,"85,164","90,188",5.79,Dec-19,6.81,Dec-19,"163,181",Dec-19,"109,393",Dec-18,"143,748",Dec-17
이노와이어리스,"48,450","1,350",2.87,"89,649",2.87,A073490,"89,649","428,803",15.84,Dec-19,13.57,Dec-19,"96,847",Dec-19,"64,034",Dec-18,"60,670",Dec-17
플랜티넷,"5,780",-190,-3.18,"128,842",-3.18,A075130,"128,842","74,265",11.67,Dec-19,11.33,Dec-19,"23,557",Dec-19,"23,236",Dec-18,"22,098",Dec-17
덕산하이메탈,"13,500",250,1.89,"228,799",1.89,A077360,"228,799","301,991",7.89,Dec-19,21.68,Dec-19,"51,758",Dec-19,"47,754",Dec-18,"45,074",Dec-17
대봉엘에스,"9,640",-100,-1.03,"36,169",-1.03,A078140,"36,169","34,621",10.57,Dec-19,8.97,Dec-19,"69,536",Dec-19,"71,823",Dec-18,"65,651",Dec-17
컴투스,"140,400","-2,100",-1.47,"79,165",-1.47,A078340,"79,165","1,108,023",26.84,Dec-19,23.35,Dec-19,"469,293",Dec-19,"481,754",Dec-18,"507,987",Dec-17
가비아,"15,000",-50,-0.33,"92,212",-0.33,A079940,"92,212","135,062",16.01,Dec-19,14.23,Dec-19,"148,306",Dec-19,"128,728",Dec-18,"116,217",Dec-17
동양이엔피,"17,850",-150,-0.83,"63,301",-0.83,A079960,"63,301","111,590",6.08,Dec-19,5.05,Dec-19,"482,668",Dec-19,"391,106",Dec-18,"424,716",Dec-17
에스엔유,"4,180",-85,-1.99,"277,985",-1.99,A080000,"277,985","115,645",13.88,Dec-19,12,Dec-19,"64,349",Dec-19,"82,572",Dec-18,"116,215",Dec-17
일진다이아,"43,950","-1,250",-2.77,"107,696",-2.77,A081000,"107,696","471,623",8.21,Dec-19,7.93,Dec-19,"161,062",Dec-19,"133,959",Dec-18,"118,912",Dec-17
휠라홀딩스,"42,100",-150,-0.36,"425,093",-0.36,A081660,"425,093","1,789,623",13.64,Dec-19,9.8,Dec-19,"3,450,421",Dec-19,"2,954,642",Dec-18,"2,530,323",Dec-17
비츠로셀,"15,400",-300,-1.91,"61,060",-1.91,A082920,"61,060","94,039",18.98,Dec-19,15.05,Dec-19,"133,438",Dec-19,"112,596",Dec-18,"25,219",Dec-17
GST,"18,900",450,2.44,"197,596",2.44,A083450,"197,596","367,728",13.02,Dec-19,10.68,Dec-19,"168,231",Dec-19,"129,850",Dec-18,"162,835",Dec-17
케이엠,"10,750",,0,"43,845",0,A083550,"43,845","46,857",5.63,Dec-19,5.01,Dec-19,"127,562",Dec-19,"118,311",Dec-18,"110,908",Dec-17
아바코,"13,250",-150,-1.12,"136,648",-1.12,A083930,"136,648","177,701",10.32,Dec-19,8.66,Dec-19,"226,084",Dec-19,"243,484",Dec-18,"186,078",Dec-17
휴온스글로벌,"27,650",50,0.18,"20,959",0.18,A084110,"20,959","57,755",16.22,Dec-19,12.76,Dec-19,"449,422",Dec-19,"378,687",Dec-18,"323,960",Dec-17
유진테크,"39,700","-1,550",-3.76,"236,037",-3.76,A084370,"236,037","931,287",11.59,Dec-19,5.26,Dec-19,"205,466",Dec-19,"220,177",Dec-18,"130,154",Dec-17
이월드,"3,730",-5,-0.13,"1,042,321",-0.13,A084680,"1,042,321","382,576",9.52,Dec-19,7.02,Dec-19,"183,199",Dec-19,"33,574",Dec-18,"35,025",Dec-17
아이티엠반도체,"46,750",-100,-0.21,"44,387",-0.21,A084850,"44,387","204,023",13.45,Dec-19,10.48,Dec-19,"397,697",Dec-19,"228,237",Dec-18,"201,876",Dec-17
유니테스트,"23,850",-200,-0.83,"189,445",-0.83,A086390,"189,445","445,758",15.11,Dec-19,12.82,Dec-19,"198,326",Dec-19,"282,306",Dec-18,"168,553",Dec-17
동국제약,"29,250",50,0.17,"131,910",0.17,A086450,"131,910","379,218",14.22,Dec-19,12.24,Dec-19,"482,280",Dec-19,"400,807",Dec-18,"354,767",Dec-17
에코프로,"69,800",-100,-0.14,"296,336",-0.14,A086520,"296,336","2,053,640",6.81,Dec-19,5.32,Dec-19,"702,272",Dec-19,"669,407",Dec-18,"329,012",Dec-17
비엠티,"11,650",200,1.75,"112,802",1.75,A086670,"112,802","127,393",8.57,Dec-19,7.24,Dec-19,"74,362",Dec-19,"76,878",Dec-18,"63,638",Dec-17
하나금융지주,"38,550",-150,-0.39,"2,917,481",-0.39,A086790,"2,917,481","11,382,718",8.43,Dec-19,6.28,Dec-19,"38,650,143",Dec-19,"32,515,947",Dec-18,"39,171,133",Dec-17
메디톡스,"211,000","8,900",4.4,"202,105",4.4,A086900,"202,105","4,193,765",12.48,Dec-19,12.42,Dec-19,"205,900",Dec-19,"205,444",Dec-18,"181,239",Dec-17
동아엘텍,"9,060",-50,-0.55,"88,398",-0.55,A088130,"88,398","80,083",9.76,Dec-19,7.53,Dec-19,"202,944",Dec-19,"253,511",Dec-18,"250,506",Dec-17
맥쿼리인프라,"11,100",-50,-0.45,"600,483",-0.45,A088980,"600,483","668,278",78.01,Dec-17,78.01,Dec-17,"240,046",Dec-17,"226,781",Dec-16,"219,488",Dec-15
테크윙,"21,150",-450,-2.08,"202,504",-2.08,A089030,"202,504","424,559",13.06,Dec-19,6.05,Dec-19,"186,865",Dec-19,"193,710",Dec-18,"222,772",Dec-17
넥스턴,"15,100",150,1,"66,053",1,A089140,"66,053","99,476",9.24,Dec-19,17.75,Dec-19,"32,446",Dec-19,"26,649",Dec-18,"43,707",Dec-17
나스미디어,"36,000","-1,000",-2.7,"88,849",-2.7,A089600,"88,849","317,573",26.12,Dec-19,19.22,Dec-19,"117,006",Dec-19,"106,607",Dec-18,"120,275",Dec-17
제이티,"8,440",-200,-2.31,"184,097",-2.31,A089790,"184,097","153,091",14.52,Dec-19,8.94,Dec-19,"42,388",Dec-19,"33,635",Dec-18,"32,193",Dec-17
코세스,"7,300",170,2.38,"152,962",2.38,A089890,"152,962","107,830",11.69,Dec-19,9.52,Dec-19,"65,578",Dec-19,"65,510",Dec-18,"40,922",Dec-17
에이피티씨,"20,300",50,0.25,"179,771",0.25,A089970,"179,771","353,920",31.84,Dec-20,25.12,Dec-20,"93,030",Dec-20,"59,326",Dec-19,"61,038",Dec-18
상아프론테크,"45,350","-1,000",-2.16,"130,016",-2.16,A089980,"130,016","586,593",8,Dec-19,6.69,Dec-19,"186,171",Dec-19,"182,073",Dec-18,"153,236",Dec-17
비에이치,"17,750",-200,-1.11,"294,106",-1.11,A090460,"294,106","517,476",9.55,Dec-19,8.64,Dec-19,"654,853",Dec-19,"767,882",Dec-18,"691,341",Dec-17
이지웰,"10,100",-50,-0.49,"81,958",-0.49,A090850,"81,958","82,000",11.43,Dec-19,5.7,Dec-19,"82,316",Dec-19,"73,064",Dec-18,"58,370",Dec-17
텔레필드,"3,810",-40,-1.04,"70,088",-1.04,A091440,"70,088","26,626",10.06,Dec-19,8.65,Dec-19,"56,538",Dec-19,"30,225",Dec-18,"37,433",Dec-17
파트론,"10,900",50,0.46,"762,695",0.46,A091700,"762,695","813,203",8.38,Dec-19,5.11,Dec-19,"1,254,596",Dec-19,"796,482",Dec-18,"790,259",Dec-17
셀트리온헬스케어,"129,200","-1,700",-1.3,"932,874",-1.3,A091990,"932,874","12,054,845",7.52,Dec-19,5.9,Dec-19,"1,100,877",Dec-19,"713,487",Dec-18,"920,921",Dec-17
기신정기,"3,885",-25,-0.64,"75,299",-0.64,A092440,"75,299","29,166",7.43,Mar-20,6.97,Mar-20,"124,649",Mar-20,"118,992",Mar-19,"106,415",Mar-18
네오팜,"32,050",-300,-0.93,"28,335",-0.93,A092730,"28,335","90,404",27.58,Dec-19,23.12,Dec-19,"83,240",Dec-19,"66,274",Dec-18,"53,633",Dec-17
케이아이엔엑스,"76,700","1,700",2.27,"36,419",2.27,A093320,"36,419","269,599",25.48,Dec-19,24.25,Dec-19,"64,639",Dec-19,"56,304",Dec-18,"47,286",Dec-17
매커스,"5,280",-100,-1.86,"160,915",-1.86,A093520,"160,915","83,622",10.35,Dec-19,8.35,Dec-19,"57,482",Dec-19,"89,614",Dec-18,"87,364",Dec-17
일진파워,"5,290",,0,"32,065",0,A094820,"32,065","16,891",7.86,Dec-19,6.44,Dec-19,"182,759",Dec-19,"157,590",Dec-18,"140,744",Dec-17
슈프리마에이치큐,"7,790",-240,-2.99,"87,996",-2.99,A094840,"87,996","69,127",7.71,Dec-19,31.49,Dec-19,"26,159",Dec-19,"32,101",Dec-18,"27,495",Dec-17
참좋은여행,"11,600",50,0.43,"266,799",0.43,A094850,"266,799","305,811",11.5,Dec-19,36.88,Dec-19,"62,056",Dec-19,"65,012",Dec-18,"56,507",Dec-17
테스,"32,000",-750,-2.29,"887,306",-2.29,A095610,"887,306","2,804,378",6.59,Dec-19,5.47,Dec-19,"178,374",Dec-19,"287,069",Dec-18,"275,790",Dec-17
네오위즈,"21,850",-450,-2.02,"158,821",-2.02,A095660,"158,821","348,819",12.8,Dec-19,10.85,Dec-19,"254,498",Dec-19,"215,490",Dec-18,"174,045",Dec-17
청담러닝,"19,150",-300,-1.54,"160,977",-1.54,A096240,"160,977","315,115",12.94,Dec-19,6.4,Dec-19,"174,974",Dec-19,"152,690",Dec-18,"147,363",Dec-17
씨젠,"122,900","-3,500",-2.77,"279,088",-2.77,A096530,"279,088","3,431,217",18.39,Dec-19,21.9,Dec-19,"121,953",Dec-19,"102,264",Dec-18,"88,919",Dec-17
한진중공업,"7,000",-50,-0.71,"67,337",-0.71,A097230,"67,337","46,896",5.15,Dec-19,18.8,Dec-19,"1,628,751",Dec-19,"1,697,869",Dec-18,"1,647,652",Dec-17
엠씨넥스,"54,200",-200,-0.37,"379,431",-0.37,A097520,"379,431","2,014,455",8.92,Dec-19,6.67,Dec-19,"1,267,712",Dec-19,"696,954",Dec-18,"668,465",Dec-17
윈팩,"2,745",55,2.04,"2,693,294",2.04,A097800,"2,693,294","744,571",7.99,Dec-19,9.49,Dec-19,"97,926",Dec-19,"67,512",Dec-18,"47,151",Dec-17
효성오앤비,"7,750",-30,-0.39,"38,565",-0.39,A097870,"38,565","29,706",6.97,Jun-20,5.05,Jun-20,"29,294",Jun-20,"28,376",Jun-19,"30,206",Jun-18
고영,"112,500","-4,700",-4.01,"47,108",-4.01,A098460,"47,108","533,245",15.01,Dec-19,13.31,Dec-19,"222,057",Dec-19,"238,208",Dec-18,"203,368",Dec-17
아이센스,"23,900",-50,-0.21,"34,587",-0.21,A099190,"34,587","82,220",15.89,Dec-19,12.25,Dec-19,"189,844",Dec-19,"172,996",Dec-18,"156,963",Dec-17
쎄트렉아이,"61,800",-200,-0.32,"194,378",-0.32,A099320,"194,378","1,169,864",13.17,Dec-19,10.48,Dec-19,"70,228",Dec-19,"46,132",Dec-18,"42,762",Dec-17
뷰웍스,"32,300",-150,-0.46,"33,066",-0.46,A100120,"33,066","106,334",19.43,Dec-19,17.88,Dec-19,"136,009",Dec-19,"131,403",Dec-18,"123,460",Dec-17
진양홀딩스,"2,745",-10,-0.36,"61,660",-0.36,A100250,"61,660","16,896",5.71,Dec-19,10.16,Dec-19,"225,284",Dec-19,"241,827",Dec-18,"265,225",Dec-17
세운메디칼,"5,740",-110,-1.88,"1,834,021",-1.88,A100700,"1,834,021","1,053,091",25.29,Dec-19,14.92,Dec-19,"66,868",Dec-19,"63,120",Dec-18,"61,230",Dec-17
미래에셋벤처투자,"6,590",-190,-2.8,"548,957",-2.8,A100790,"548,957","360,522",17.67,Dec-19,15.05,Dec-19,"92,092",Dec-19,"102,286",Dec-18,"16,289",Dec-17
월덱스,"22,850",950,4.34,"995,142",4.34,A101160,"995,142","2,239,444",19.93,Dec-19,16.54,Dec-19,"117,442",Dec-19,"105,542",Dec-18,"88,763",Dec-17
씨큐브,"8,520",70,0.83,"67,938",0.83,A101240,"67,938","57,276",17.31,Dec-19,13.29,Dec-19,"44,746",Dec-19,"41,389",Dec-18,"40,171",Dec-17
에스앤에스텍,"33,050",-500,-1.49,"188,511",-1.49,A101490,"188,511","611,522",13.14,Dec-19,11.96,Dec-19,"84,466",Dec-19,"61,016",Dec-18,"53,899",Dec-17
어보브반도체,"13,400",-350,-2.55,"315,185",-2.55,A102120,"315,185","418,694",10.98,Dec-19,10.53,Dec-19,"126,805",Dec-19,"109,543",Dec-18,"105,824",Dec-17
이엔에프테크놀로지,"39,950","-2,250",-5.33,"532,762",-5.33,A102710,"532,762","2,140,464",12.4,Dec-19,9.72,Dec-19,"481,013",Dec-19,"425,448",Dec-18,"387,027",Dec-17
디와이피엔에프,"25,650",50,0.2,"44,910",0.2,A104460,"44,910","113,758",17.11,Dec-19,12.73,Dec-19,"165,590",Dec-19,"112,079",Dec-18,"95,411",Dec-17
코렌텍,"21,500",200,0.94,"386,750",0.94,A104540,"386,750","834,249",8.17,Dec-19,6.23,Dec-19,"40,189",Dec-19,"33,405",Dec-18,"37,634",Dec-17
원익머트리얼즈,"34,600",-550,-1.56,"85,273",-1.56,A104830,"85,273","293,176",16.32,Dec-19,12.73,Dec-19,"220,839",Dec-19,"233,464",Dec-18,"203,032",Dec-17
